iterationName	gameid	time	role	rule_idx	rule_type	train_data_fn	test_data_fn	text	reactionTime	eventType	messageType
pilot	0644-0820957f-0884-4c75-9cd3-a4cee37ab431	1540428877482	student	4	CONJUNCTION	./js/training_data_body_color_orange_secondary_color_purple_1.json	./js/test_data_body_color_orange_secondary_color_purple_1.json	Any specific shape, either can be the primary color?	11869	chatMessage	Follow-Up
pilot	0644-0820957f-0884-4c75-9cd3-a4cee37ab431	1540428885265	explorer	4	CONJUNCTION	./js/training_data_body_color_orange_secondary_color_purple_1.json	./js/test_data_body_color_orange_secondary_color_purple_1.json	all shape 	8826	chatMessage	Follow-Up
pilot	0644-0820957f-0884-4c75-9cd3-a4cee37ab431	1540428895216	explorer	4	CONJUNCTION	./js/training_data_body_color_orange_secondary_color_purple_1.json	./js/test_data_body_color_orange_secondary_color_purple_1.json	color is the main factor 	9041	chatMessage	Follow-Up
pilot	0644-0820957f-0884-4c75-9cd3-a4cee37ab431	1540428937805	explorer	4	CONJUNCTION	./js/training_data_body_color_orange_secondary_color_purple_1.json	./js/test_data_body_color_orange_secondary_color_purple_1.json	creature with orange and purple are kweps 	21422	chatMessage	Follow-Up
pilot	0644-0820957f-0884-4c75-9cd3-a4cee37ab431	1540428966058	student	4	CONJUNCTION	./js/training_data_body_color_orange_secondary_color_purple_1.json	./js/test_data_body_color_orange_secondary_color_purple_1.json	Yes, but primary or secondary colors, as in background. Could the stripes of the fish be either, or would they be a particular color?	21944	chatMessage	Follow-Up
pilot	0644-0820957f-0884-4c75-9cd3-a4cee37ab431	1540429043383	explorer	4	CONJUNCTION	./js/training_data_body_color_orange_secondary_color_purple_1.json	./js/test_data_body_color_orange_secondary_color_purple_1.json	any question ?	9514	chatMessage	Confirmation
pilot	0644-0820957f-0884-4c75-9cd3-a4cee37ab431	1540429267798	explorer	6	DISJUNCTION	./js/training_data_critter_bug_or_secondary_color_yellow_1.json	./js/test_data_critter_bug_or_secondary_color_yellow_1.json	guess it 	7550	chatMessage	Misc
pilot	0644-0820957f-0884-4c75-9cd3-a4cee37ab431	1540429277357	explorer	6	DISJUNCTION	./js/training_data_critter_bug_or_secondary_color_yellow_1.json	./js/test_data_critter_bug_or_secondary_color_yellow_1.json	cant find any similarities 	9214	chatMessage	Misc
pilot	0644-0820957f-0884-4c75-9cd3-a4cee37ab431	1540429280756	explorer	6	DISJUNCTION	./js/training_data_critter_bug_or_secondary_color_yellow_1.json	./js/test_data_critter_bug_or_secondary_color_yellow_1.json	sorry	1161	chatMessage	Social
pilot	0644-0820957f-0884-4c75-9cd3-a4cee37ab431	1540429317399	student	6	DISJUNCTION	./js/training_data_critter_bug_or_secondary_color_yellow_1.json	./js/test_data_critter_bug_or_secondary_color_yellow_1.json	Any shape and color combos I should look for?	8498	chatMessage	Follow-Up
pilot	0644-0820957f-0884-4c75-9cd3-a4cee37ab431	1540429395829	explorer	6	DISJUNCTION	./js/training_data_critter_bug_or_secondary_color_yellow_1.json	./js/test_data_critter_bug_or_secondary_color_yellow_1.json	well there were no similarilies 	23193	chatMessage	Follow-Up
pilot	0644-0820957f-0884-4c75-9cd3-a4cee37ab431	1540429405492	explorer	6	DISJUNCTION	./js/training_data_critter_bug_or_secondary_color_yellow_1.json	./js/test_data_critter_bug_or_secondary_color_yellow_1.json	or i didnt caught them 	6945	chatMessage	Follow-Up
pilot	0644-0820957f-0884-4c75-9cd3-a4cee37ab431	1540429423681	explorer	6	DISJUNCTION	./js/training_data_critter_bug_or_secondary_color_yellow_1.json	./js/test_data_critter_bug_or_secondary_color_yellow_1.json	so it pretty much gussing , i suppose 	14094	chatMessage	Follow-Up
pilot	0644-0820957f-0884-4c75-9cd3-a4cee37ab431	1540429426496	student	6	DISJUNCTION	./js/training_data_critter_bug_or_secondary_color_yellow_1.json	./js/test_data_critter_bug_or_secondary_color_yellow_1.json	No problem!	4704	chatMessage	Confirmation
pilot	0644-0820957f-0884-4c75-9cd3-a4cee37ab431	1540429430496	student	6	DISJUNCTION	./js/training_data_critter_bug_or_secondary_color_yellow_1.json	./js/test_data_critter_bug_or_secondary_color_yellow_1.json	I'll try.	1224	chatMessage	Social
pilot	0644-0820957f-0884-4c75-9cd3-a4cee37ab431	1540429612739	explorer	8	DISJUNCTION	./js/training_data_critter_bird_or_body_color_green_1.json	./js/test_data_critter_bird_or_body_color_green_1.json	all creature with 2 legs 	10617	chatMessage	Informative
pilot	0644-0820957f-0884-4c75-9cd3-a4cee37ab431	1540429629290	explorer	8	DISJUNCTION	./js/training_data_critter_bird_or_body_color_green_1.json	./js/test_data_critter_bird_or_body_color_green_1.json	and all with green colour	15432	chatMessage	Informative
pilot	0644-0820957f-0884-4c75-9cd3-a4cee37ab431	1540429649279	student	8	DISJUNCTION	./js/training_data_critter_bird_or_body_color_green_1.json	./js/test_data_critter_bird_or_body_color_green_1.json	Two legged with green? Okay, I will try.	4568	chatMessage	Confirmation
