iterationName	gameid	time	role	rule_idx	rule_type	train_data_fn	test_data_fn	reactionTime	eventType	text	messageType	utteranceType	utteranceTypeSignifiers	Properties
pilot	9372-08a6d4a6-e36c-44d2-b0a5-c867477684ee	1.54204E+12	explorer	11	"CONJUNCTION,DISJUNCTION"	./js/training_data_(critter_bird_and_body_color_orange)_or_small_1.json	./js/test_data_(critter_bird_and_body_color_orange)_or_small_1.json	248072	chatMessage	"purple and orange, blue and yellow, green and yellow, green and red, red green"	Informative	Exemplar	None	Color
pilot	9372-08a6d4a6-e36c-44d2-b0a5-c867477684ee	1.54204E+12	student	11	"CONJUNCTION,DISJUNCTION"	./js/training_data_(critter_bird_and_body_color_orange)_or_small_1.json	./js/test_data_(critter_bird_and_body_color_orange)_or_small_1.json	8046	chatMessage	these are the colors of the javsy?	Follow-Up	Question	Property	Color
pilot	9372-08a6d4a6-e36c-44d2-b0a5-c867477684ee	1.54204E+12	explorer	11	"CONJUNCTION,DISJUNCTION"	./js/training_data_(critter_bird_and_body_color_orange)_or_small_1.json	./js/test_data_(critter_bird_and_body_color_orange)_or_small_1.json	3801	chatMessage	but small	Follow-Up	Generic	None	Size
pilot	9372-08a6d4a6-e36c-44d2-b0a5-c867477684ee	1.54204E+12	explorer	11	"CONJUNCTION,DISJUNCTION"	./js/training_data_(critter_bird_and_body_color_orange)_or_small_1.json	./js/test_data_(critter_bird_and_body_color_orange)_or_small_1.json	1218	chatMessage	yes	Confirmation	Affirmative	Yes	None
pilot	9372-08a6d4a6-e36c-44d2-b0a5-c867477684ee	1.54204E+12	explorer	11	"CONJUNCTION,DISJUNCTION"	./js/training_data_(critter_bird_and_body_color_orange)_or_small_1.json	./js/test_data_(critter_bird_and_body_color_orange)_or_small_1.json	5902	chatMessage	it is complicated this time	Informative	None	None	None
pilot	9372-08a6d4a6-e36c-44d2-b0a5-c867477684ee	1.54204E+12	student	11	"CONJUNCTION,DISJUNCTION"	./js/training_data_(critter_bird_and_body_color_orange)_or_small_1.json	./js/test_data_(critter_bird_and_body_color_orange)_or_small_1.json	8495	chatMessage	complicated how?  shape? 	Follow-Up	Question	Property	Shape
pilot	9372-08a6d4a6-e36c-44d2-b0a5-c867477684ee	1.54204E+12	explorer	11	"CONJUNCTION,DISJUNCTION"	./js/training_data_(critter_bird_and_body_color_orange)_or_small_1.json	./js/test_data_(critter_bird_and_body_color_orange)_or_small_1.json	691	chatMessage	yes	Follow-Up	Affirmative	Yes	None
pilot	9372-08a6d4a6-e36c-44d2-b0a5-c867477684ee	1.54204E+12	student	11	"CONJUNCTION,DISJUNCTION"	./js/training_data_(critter_bird_and_body_color_orange)_or_small_1.json	./js/test_data_(critter_bird_and_body_color_orange)_or_small_1.json	1037	chatMessage	k	Follow-Up	Affirmative	Ok	None
pilot	9372-08a6d4a6-e36c-44d2-b0a5-c867477684ee	1.54204E+12	student	11	"CONJUNCTION,DISJUNCTION"	./js/training_data_(critter_bird_and_body_color_orange)_or_small_1.json	./js/test_data_(critter_bird_and_body_color_orange)_or_small_1.json	6059	chatMessage	anything else to help me?	Follow-Up	Question	Possibility	None
pilot	9372-08a6d4a6-e36c-44d2-b0a5-c867477684ee	1.54204E+12	explorer	11	"CONJUNCTION,DISJUNCTION"	./js/training_data_(critter_bird_and_body_color_orange)_or_small_1.json	./js/test_data_(critter_bird_and_body_color_orange)_or_small_1.json	11106	chatMessage	same collors but different shape 	Follow-Up	Generic	None	Shape
pilot	9372-08a6d4a6-e36c-44d2-b0a5-c867477684ee	1.54204E+12	explorer	11	"CONJUNCTION,DISJUNCTION"	./js/training_data_(critter_bird_and_body_color_orange)_or_small_1.json	./js/test_data_(critter_bird_and_body_color_orange)_or_small_1.json	5556	chatMessage	look for smaller	Follow-Up	Generic	None	Size
pilot	9372-08a6d4a6-e36c-44d2-b0a5-c867477684ee	1.54204E+12	student	11	"CONJUNCTION,DISJUNCTION"	./js/training_data_(critter_bird_and_body_color_orange)_or_small_1.json	./js/test_data_(critter_bird_and_body_color_orange)_or_small_1.json	1089	chatMessage	k	Confirmation	Affirmative	Ok	None
pilot	9372-08a6d4a6-e36c-44d2-b0a5-c867477684ee	1.54204E+12	student	11	"CONJUNCTION,DISJUNCTION"	./js/training_data_(critter_bird_and_body_color_orange)_or_small_1.json	./js/test_data_(critter_bird_and_body_color_orange)_or_small_1.json	779	chatMessage	k	Confirmation	Affirmative	Ok	None
pilot	9372-08a6d4a6-e36c-44d2-b0a5-c867477684ee	1.54204E+12	explorer	11	"CONJUNCTION,DISJUNCTION"	./js/training_data_(critter_bird_and_body_color_orange)_or_small_1.json	./js/test_data_(critter_bird_and_body_color_orange)_or_small_1.json	442	chatMessage	ok	Confirmation	Affirmative	Ok	None
pilot	9372-08a6d4a6-e36c-44d2-b0a5-c867477684ee	1.54204E+12	student	11	"CONJUNCTION,DISJUNCTION"	./js/training_data_(critter_bird_and_body_color_orange)_or_small_1.json	./js/test_data_(critter_bird_and_body_color_orange)_or_small_1.json	3125	chatMessage	anything else?	Follow-Up	Question	Possibility	None
pilot	9372-08a6d4a6-e36c-44d2-b0a5-c867477684ee	1.54204E+12	explorer	11	"CONJUNCTION,DISJUNCTION"	./js/training_data_(critter_bird_and_body_color_orange)_or_small_1.json	./js/test_data_(critter_bird_and_body_color_orange)_or_small_1.json	431	chatMessage	no	Confirmation	Affirmative	No	None
pilot	9372-08a6d4a6-e36c-44d2-b0a5-c867477684ee	1.54204E+12	explorer	12	"CONJUNCTION,DISJUNCTION"	./js/training_data_(critter_fish_and_large)_or_body_color_blue_1.json	./js/test_data_(critter_fish_and_large)_or_body_color_blue_1.json	886	chatMessage	"fish blue and red, fish blue and yellow greend and yellow some, fish large"	Informative	Exemplar	None	"Kind,Size,Color"
pilot	9372-08a6d4a6-e36c-44d2-b0a5-c867477684ee	1.54204E+12	explorer	12	"CONJUNCTION,DISJUNCTION"	./js/training_data_(critter_fish_and_large)_or_body_color_blue_1.json	./js/test_data_(critter_fish_and_large)_or_body_color_blue_1.json	6793	chatMessage	"fish sould be large, not small"	Informative	Generic	Possibility	"Kind,Size"
pilot	9372-08a6d4a6-e36c-44d2-b0a5-c867477684ee	1.54204E+12	student	12	"CONJUNCTION,DISJUNCTION"	./js/training_data_(critter_fish_and_large)_or_body_color_blue_1.json	./js/test_data_(critter_fish_and_large)_or_body_color_blue_1.json	503	chatMessage	k	Follow-Up	Affirmative	Ok	None
pilot	9372-08a6d4a6-e36c-44d2-b0a5-c867477684ee	1.54204E+12	explorer	12	"CONJUNCTION,DISJUNCTION"	./js/training_data_(critter_fish_and_large)_or_body_color_blue_1.json	./js/test_data_(critter_fish_and_large)_or_body_color_blue_1.json	9222	chatMessage	that is all I can remember	Follow-Up	Knowledge	None	None
pilot	9372-08a6d4a6-e36c-44d2-b0a5-c867477684ee	1.54204E+12	student	12	"CONJUNCTION,DISJUNCTION"	./js/training_data_(critter_fish_and_large)_or_body_color_blue_1.json	./js/test_data_(critter_fish_and_large)_or_body_color_blue_1.json	16802	chatMessage	ok going to go pick now thanks for help 	Confirmation	Affirmative	Ok	None
pilot	9372-08a6d4a6-e36c-44d2-b0a5-c867477684ee	1.54204E+12	explorer	13	"DISJUNCTION,CONJUNCTION"	./js/training_data_(critter_bug_or_small)_and_second_color_red_1.json	./js/test_data_(critter_bug_or_small)_and_second_color_red_1.json	1357	chatMessage	red and yellow	Informative	Generic	None	Color
pilot	9372-08a6d4a6-e36c-44d2-b0a5-c867477684ee	1.54204E+12	explorer	13	"DISJUNCTION,CONJUNCTION"	./js/training_data_(critter_bug_or_small)_and_second_color_red_1.json	./js/test_data_(critter_bug_or_small)_and_second_color_red_1.json	2938	chatMessage	red and green	Informative	Generic	None	Color
pilot	9372-08a6d4a6-e36c-44d2-b0a5-c867477684ee	1.54204E+12	student	13	"DISJUNCTION,CONJUNCTION"	./js/training_data_(critter_bug_or_small)_and_second_color_red_1.json	./js/test_data_(critter_bug_or_small)_and_second_color_red_1.json	470	chatMessage	k	Confirmation	Quantifier	Majority	None
pilot	9372-08a6d4a6-e36c-44d2-b0a5-c867477684ee	1.54204E+12	explorer	13	"DISJUNCTION,CONJUNCTION"	./js/training_data_(critter_bug_or_small)_and_second_color_red_1.json	./js/test_data_(critter_bug_or_small)_and_second_color_red_1.json	4628	chatMessage	that is all	Confirmation	None	None	None
pilot	9372-08a6d4a6-e36c-44d2-b0a5-c867477684ee	1.54204E+12	explorer	13	"DISJUNCTION,CONJUNCTION"	./js/training_data_(critter_bug_or_small)_and_second_color_red_1.json	./js/test_data_(critter_bug_or_small)_and_second_color_red_1.json	6300	chatMessage	I do not remember anything	Informative	Knowledge	Remember	None
pilot	9372-08a6d4a6-e36c-44d2-b0a5-c867477684ee	1.54204E+12	student	13	"DISJUNCTION,CONJUNCTION"	./js/training_data_(critter_bug_or_small)_and_second_color_red_1.json	./js/test_data_(critter_bug_or_small)_and_second_color_red_1.json	10814	chatMessage	ill do my best; you cant tell me shape?	Follow-Up	Question	Property	Shape
pilot	9372-08a6d4a6-e36c-44d2-b0a5-c867477684ee	1.54204E+12	explorer	13	"DISJUNCTION,CONJUNCTION"	./js/training_data_(critter_bug_or_small)_and_second_color_red_1.json	./js/test_data_(critter_bug_or_small)_and_second_color_red_1.json	6119	chatMessage	"not really, cannot remember"	Follow-Up	Knowledge	Remember	None
pilot	9372-08a6d4a6-e36c-44d2-b0a5-c867477684ee	1.54204E+12	student	13	"DISJUNCTION,CONJUNCTION"	./js/training_data_(critter_bug_or_small)_and_second_color_red_1.json	./js/test_data_(critter_bug_or_small)_and_second_color_red_1.json	1998	chatMessage	ok. 	Confirmation	Affirmative	Ok	None
pilot	9372-08a6d4a6-e36c-44d2-b0a5-c867477684ee	1.54204E+12	explorer	14	"DISJUNCTION,CONJUNCTION"	./js/training_data_(large_or_body_color_green)_and_second_color_red_1.json	./js/test_data_(large_or_body_color_green)_and_second_color_red_1.json	5865	chatMessage	red and green 	Informative	Generic	None	Color
pilot	9372-08a6d4a6-e36c-44d2-b0a5-c867477684ee	1.54204E+12	explorer	14	"DISJUNCTION,CONJUNCTION"	./js/training_data_(large_or_body_color_green)_and_second_color_red_1.json	./js/test_data_(large_or_body_color_green)_and_second_color_red_1.json	1836	chatMessage	all the time	Follow-Up	Quantifier	All	Color
pilot	9372-08a6d4a6-e36c-44d2-b0a5-c867477684ee	1.54204E+12	student	14	"DISJUNCTION,CONJUNCTION"	./js/training_data_(large_or_body_color_green)_and_second_color_red_1.json	./js/test_data_(large_or_body_color_green)_and_second_color_red_1.json	2611	chatMessage	anything else?	Follow-Up	Question	Property	None
pilot	9372-08a6d4a6-e36c-44d2-b0a5-c867477684ee	1.54204E+12	explorer	14	"DISJUNCTION,CONJUNCTION"	./js/training_data_(large_or_body_color_green)_and_second_color_red_1.json	./js/test_data_(large_or_body_color_green)_and_second_color_red_1.json	511	chatMessage	no	Confirmation	Affirmative	No	None
pilot	9372-08a6d4a6-e36c-44d2-b0a5-c867477684ee	1.54204E+12	student	14	"DISJUNCTION,CONJUNCTION"	./js/training_data_(large_or_body_color_green)_and_second_color_red_1.json	./js/test_data_(large_or_body_color_green)_and_second_color_red_1.json	1667	chatMessage	shape?	Follow-Up	Question	Property	Shape
pilot	9372-08a6d4a6-e36c-44d2-b0a5-c867477684ee	1.54204E+12	explorer	14	"DISJUNCTION,CONJUNCTION"	./js/training_data_(large_or_body_color_green)_and_second_color_red_1.json	./js/test_data_(large_or_body_color_green)_and_second_color_red_1.json	3359	chatMessage	all kind of	Follow-Up	Quantifier	All	Shape
pilot	9372-08a6d4a6-e36c-44d2-b0a5-c867477684ee	1.54204E+12	student	14	"DISJUNCTION,CONJUNCTION"	./js/training_data_(large_or_body_color_green)_and_second_color_red_1.json	./js/test_data_(large_or_body_color_green)_and_second_color_red_1.json	1939	chatMessage	k	Confirmation	Affirmative	Ok	None
