iterationName	gameid	time	role	rule_idx	rule_type	train_data_fn	test_data_fn	text	reactionTime	eventType	messageType
pilot	9632-789d509f-ead4-43da-a067-d90b1ea84861	1540394815932	explorer	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	yes please do	1635	chatMessage	Misc
pilot	9632-789d509f-ead4-43da-a067-d90b1ea84861	1540394985792	explorer	2	CONJUNCTION	./js/training_data_critter_fish_body_color_blue_1.json	./js/test_data_critter_fish_body_color_blue_1.json	Morseth = blue fish	4613	chatMessage	Informative
pilot	9632-789d509f-ead4-43da-a067-d90b1ea84861	1540395004648	explorer	2	CONJUNCTION	./js/training_data_critter_fish_body_color_blue_1.json	./js/test_data_critter_fish_body_color_blue_1.json	it can have stripes of a different color, or be various sizes, but if it is a blue fish, it is a morseth	18459	chatMessage	Informative
pilot	9632-789d509f-ead4-43da-a067-d90b1ea84861	1540395010765	explorer	2	CONJUNCTION	./js/training_data_critter_fish_body_color_blue_1.json	./js/test_data_critter_fish_body_color_blue_1.json	that is all	1208	chatMessage	Confirmation
pilot	9632-789d509f-ead4-43da-a067-d90b1ea84861	1540395050980	student	2	CONJUNCTION	./js/training_data_critter_fish_body_color_blue_1.json	./js/test_data_critter_fish_body_color_blue_1.json	OK, thanks. That's helpful. I'll click Continue.	24953	chatMessage	Confirmation
pilot	9632-789d509f-ead4-43da-a067-d90b1ea84861	1540395142671	explorer	4	CONJUNCTION	./js/training_data_body_color_orange_secondary_color_purple_1.json	./js/test_data_body_color_orange_secondary_color_purple_1.json	Orange / Lavender color = Kwep	7165	chatMessage	Informative
pilot	9632-789d509f-ead4-43da-a067-d90b1ea84861	1540395148016	explorer	4	CONJUNCTION	./js/training_data_body_color_orange_secondary_color_purple_1.json	./js/test_data_body_color_orange_secondary_color_purple_1.json	Ignore size, type, shape, etc	4724	chatMessage	Informative
pilot	9632-789d509f-ead4-43da-a067-d90b1ea84861	1540395163181	explorer	4	CONJUNCTION	./js/training_data_body_color_orange_secondary_color_purple_1.json	./js/test_data_body_color_orange_secondary_color_purple_1.json	If it is both orange and lavender/light purple it is a Kwep	14750	chatMessage	Informative
pilot	9632-789d509f-ead4-43da-a067-d90b1ea84861	1540395165154	explorer	4	CONJUNCTION	./js/training_data_body_color_orange_secondary_color_purple_1.json	./js/test_data_body_color_orange_secondary_color_purple_1.json	That is all	1554	chatMessage	Confirmation
pilot	9632-789d509f-ead4-43da-a067-d90b1ea84861	1540395191076	student	4	CONJUNCTION	./js/training_data_body_color_orange_secondary_color_purple_1.json	./js/test_data_body_color_orange_secondary_color_purple_1.json	OK. Will click Continue now. Thanks.	12235	chatMessage	Confirmation
pilot	9632-789d509f-ead4-43da-a067-d90b1ea84861	1540395318649	explorer	6	DISJUNCTION	./js/training_data_critter_bug_or_secondary_color_yellow_1.json	./js/test_data_critter_bug_or_secondary_color_yellow_1.json	If it is yellow/partially yellow, it is a zorb	11350	chatMessage	Informative
pilot	9632-789d509f-ead4-43da-a067-d90b1ea84861	1540395328060	explorer	6	DISJUNCTION	./js/training_data_critter_bug_or_secondary_color_yellow_1.json	./js/test_data_critter_bug_or_secondary_color_yellow_1.json	(Ignoring bird beaks)	6978	chatMessage	Informative
pilot	9632-789d509f-ead4-43da-a067-d90b1ea84861	1540395349287	explorer	6	DISJUNCTION	./js/training_data_critter_bug_or_secondary_color_yellow_1.json	./js/test_data_critter_bug_or_secondary_color_yellow_1.json	It can have other colors too, but if the animal is yellow it is a zorb	18043	chatMessage	Informative
pilot	9632-789d509f-ead4-43da-a067-d90b1ea84861	1540395359939	explorer	6	DISJUNCTION	./js/training_data_critter_bug_or_secondary_color_yellow_1.json	./js/test_data_critter_bug_or_secondary_color_yellow_1.json	thats all	3346	chatMessage	Confirmation
pilot	9632-789d509f-ead4-43da-a067-d90b1ea84861	1540395378438	student	6	DISJUNCTION	./js/training_data_critter_bug_or_secondary_color_yellow_1.json	./js/test_data_critter_bug_or_secondary_color_yellow_1.json	OK. Clicking Continue now. Thanks.	11015	chatMessage	Confirmation
pilot	9632-789d509f-ead4-43da-a067-d90b1ea84861	1540395580940	explorer	8	DISJUNCTION	./js/training_data_critter_bird_or_body_color_green_1.json	./js/test_data_critter_bird_or_body_color_green_1.json	I have no idea	1677	chatMessage	Informative
pilot	9632-789d509f-ead4-43da-a067-d90b1ea84861	1540395592479	explorer	8	DISJUNCTION	./js/training_data_critter_bird_or_body_color_green_1.json	./js/test_data_critter_bird_or_body_color_green_1.json	I see no connection to identify one or not	11165	chatMessage	Informative
pilot	9632-789d509f-ead4-43da-a067-d90b1ea84861	1540395599702	explorer	8	DISJUNCTION	./js/training_data_critter_bird_or_body_color_green_1.json	./js/test_data_critter_bird_or_body_color_green_1.json	the majority (3/4) were luzaks	6357	chatMessage	Informative
pilot	9632-789d509f-ead4-43da-a067-d90b1ea84861	1540395605499	explorer	8	DISJUNCTION	./js/training_data_critter_bird_or_body_color_green_1.json	./js/test_data_critter_bird_or_body_color_green_1.json	That's all I know	2368	chatMessage	Informative
pilot	9632-789d509f-ead4-43da-a067-d90b1ea84861	1540395638694	student	8	DISJUNCTION	./js/training_data_critter_bird_or_body_color_green_1.json	./js/test_data_critter_bird_or_body_color_green_1.json	So luzaks could be any color, any size, any type of creature?	26114	chatMessage	Follow-Up
pilot	9632-789d509f-ead4-43da-a067-d90b1ea84861	1540395650824	explorer	8	DISJUNCTION	./js/training_data_critter_bird_or_body_color_green_1.json	./js/test_data_critter_bird_or_body_color_green_1.json	It seems that way	3855	chatMessage	Follow-Up
pilot	9632-789d509f-ead4-43da-a067-d90b1ea84861	1540395663323	explorer	8	DISJUNCTION	./js/training_data_critter_bird_or_body_color_green_1.json	./js/test_data_critter_bird_or_body_color_green_1.json	There might be a certain way to identify them but I could not see it	10743	chatMessage	Follow-Up
pilot	9632-789d509f-ead4-43da-a067-d90b1ea84861	1540395697243	student	8	DISJUNCTION	./js/training_data_critter_bird_or_body_color_green_1.json	./js/test_data_critter_bird_or_body_color_green_1.json	Guess we'll have to wing it. Thanks.	17691	chatMessage	Confirmation
